"Absorb","Grass","Special",20,100,20,25,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Acid","Poison","Special",40,100,40,30,0,"allAdjacentFoes","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Acid Armor","Poison","Status",0,true,0,40,0,"self","Raises the user's Defense by 2 stages.",
"Acid Spray","Poison","Special",40,100,40,20,0,"normal","Has a 100% chance to lower the target's Special Defense by 2 stages.",
"Acrobatics","Flying","Physical",55,100,55,15,0,"any","Power doubles if the user has no held item.",
"Acupressure","Normal","Status",0,true,0,30,0,"adjacentAllyOrSelf","Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.",
"Aerial Ace","Flying","Physical",60,true,60,20,0,"any","This move does not check accuracy.",
"Aeroblast","Flying","Special",100,95,95,5,0,"any","Has a higher chance for a critical hit.",
"After You","Normal","Status",0,true,0,15,0,"normal","The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.",
"Agility","Psychic","Status",0,true,0,30,0,"self","Raises the user's Speed by 2 stages.",
"Air Cutter","Flying","Special",55,95,52.25,25,0,"allAdjacentFoes","Has a higher chance for a critical hit.",
"Air Slash","Flying","Special",75,95,71.25,20,0,"any","Has a 30% chance to make the target flinch.",
"Ally Switch","Psychic","Status",0,true,0,15,1,"self","The user swaps positions with its ally on the opposite side of the field. Fails if there is no Pokemon at that position, if the user is the only Pokemon on its side, or if the user is in the middle.",
"Amnesia","Psychic","Status",0,true,0,20,0,"self","Raises the user's Special Defense by 2 stages.",
"Ancient Power","Rock","Special",60,100,60,5,0,"normal","Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",
"Aqua Jet","Water","Physical",40,100,40,20,1,"normal","No additional effect.",
"Aqua Ring","Water","Status",0,true,0,20,0,"self","The user has 1/16 of its maximum HP, rounded down, restored at the end of each turn while it remains active. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. If the user uses Baton Pass, the replacement will receive the healing effect.",
"Aqua Tail","Water","Physical",90,90,81,10,0,"normal","No additional effect.",
"Arm Thrust","Fighting","Physical",15,100,15,20,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Aromatherapy","Grass","Status",0,true,0,5,0,"allyTeam","Every Pokemon in the user's party is cured of its non-volatile status condition.",
"Assist","Normal","Status",0,true,0,20,0,"self","A random move among those known by the user's party members is selected for use. Does not select Assist, Bestow, Chatter, Circle Throw, Copycat, Counter, Covet, Destiny Bond, Detect, Dragon Tail, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Me First, Metronome, Mimic, Mirror Coat, Mirror Move, Nature Power, Protect, Rage Powder, Sketch, Sleep Talk, Snatch, Struggle, Switcheroo, Thief, Transform, or Trick.",
"Assurance","Dark","Physical",50,100,50,10,0,"normal","Power doubles if the target has already taken damage this turn, other than direct damage from Belly Drum, confusion, Curse, or Pain Split.",
"Astonish","Ghost","Physical",30,100,30,15,0,"normal","Has a 30% chance to make the target flinch.",
"Attack Order","Bug","Physical",90,100,90,15,0,"normal","Has a higher chance for a critical hit.",
"Attract","Normal","Status",0,100,0,15,0,"normal","Causes the target to become infatuated, making it unable to attack 50% of the time. Fails if both the user and the target are the same gender, if either is genderless, or if the target is already infatuated. The effect ends when either the user or the target is no longer active. Pokemon with the Oblivious Ability are immune.",
"Aura Sphere","Fighting","Special",90,true,90,20,0,"any","This move does not check accuracy.",
"Aurora Beam","Ice","Special",65,100,65,20,0,"normal","Has a 10% chance to lower the target's Attack by 1 stage.",
"Autotomize","Steel","Status",0,true,0,15,0,"self","Raises the user's Speed by 2 stages. If the user's Speed was changed, the user's weight is reduced by 100 kg as long as it remains active. This effect is stackable but cannot reduce the user's weight to less than 0.1 kg.",
"Avalanche","Ice","Physical",60,100,60,10,-4,"normal","Power doubles if the user was hit by the target this turn.",
"Barrage","Normal","Physical",15,85,12.75,20,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Barrier","Psychic","Status",0,true,0,30,0,"self","Raises the user's Defense by 2 stages.",
"Baton Pass","Normal","Status",0,true,0,40,0,"self","The user is replaced with another Pokemon in its party. The selected Pokemon has the user's stat stage changes, confusion, and certain move effects transferred to it.",
"Beat Up","Dark","Physical",0,100,0,10,0,"normal","Hits one time for the user and one time for each unfainted Pokemon without a non-volatile status condition in the user's party. The power of each hit is equal to 5+(X/10), where X is each participating Pokemon's base Attack; each hit is considered to come from the user.",
"Belly Drum","Normal","Status",0,true,0,10,0,"self","Raises the user's Attack by 12 stages in exchange for the user losing 1/2 of its maximum HP, rounded down. Fails if the user would faint or if its Attack stat stage is 6.",
"Bestow","Normal","Status",0,true,0,15,0,"normal","The target receives the user's held item. Fails if the user has no item or is holding a Mail, if the target is already holding an item, if the user is a Giratina holding a Griseous Orb, an Arceus holding a Plate, a Genesect holding a Drive, or if the target is one of those Pokemon and the user is holding the respective item.",
"Bide","Normal","Physical",0,true,0,10,1,"self","The user spends two turns locked into this move and then, on the second turn after using this move, the user attacks the last Pokemon that hit it, inflicting double the damage in HP it lost to attacks during the two turns. If the last Pokemon that hit it is no longer active, the user attacks a random opposing Pokemon instead. If the user is prevented from moving during this move's use, the effect ends. This move does not check accuracy and does not ignore type immunity.",
"Bind","Normal","Physical",15,85,12.75,20,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/16 of its maximum HP (1/8 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"Bite","Dark","Physical",60,100,60,25,0,"normal","Has a 30% chance to make the target flinch.",
