"Absorb","Grass","Special",20,100,20,25,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Accelerock","Rock","Physical",40,100,40,20,1,"normal","No additional effect.",
"Acid","Poison","Special",40,100,40,30,0,"allAdjacentFoes","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Acid Armor","Poison","Status",0,true,0,20,0,"self","Raises the user's Defense by 2 stages.",
"Acid Spray","Poison","Special",40,100,40,20,0,"normal","Has a 100% chance to lower the target's Special Defense by 2 stages.",
"Acrobatics","Flying","Physical",55,100,55,15,0,"any","Power doubles if the user has no held item.",
"Acupressure","Normal","Status",0,true,0,30,0,"adjacentAllyOrSelf","Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.",
"Aerial Ace","Flying","Physical",60,true,60,20,0,"any","This move does not check accuracy.",
"Aeroblast","Flying","Special",100,95,95,5,0,"any","Has a higher chance for a critical hit.",
"After You","Normal","Status",0,true,0,15,0,"normal","The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.",
"Agility","Psychic","Status",0,true,0,30,0,"self","Raises the user's Speed by 2 stages.",
"Air Cutter","Flying","Special",60,95,57,25,0,"allAdjacentFoes","Has a higher chance for a critical hit.",
"Air Slash","Flying","Special",75,95,71.25,15,0,"any","Has a 30% chance to make the target flinch.",
"Alluring Voice","Fairy","Special",80,100,80,10,0,"normal","Has a 100% chance to confuse the target if it had a stat stage raised this turn.",
"Ally Switch","Psychic","Status",0,true,0,15,2,"self","The user swaps positions with its ally. Fails if the user is the only Pokemon on its side. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Ally Switch.",
"Amnesia","Psychic","Status",0,true,0,20,0,"self","Raises the user's Special Defense by 2 stages.",
"Ancient Power","Rock","Special",60,100,60,5,0,"normal","Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",
"Apple Acid","Grass","Special",80,100,80,10,0,"normal","Has a 100% chance to lower the target's Special Defense by 1 stage.",
"Aqua Cutter","Water","Physical",70,100,70,20,0,"normal","Has a higher chance for a critical hit.",
"Aqua Jet","Water","Physical",40,100,40,20,1,"normal","No additional effect.",
"Aqua Ring","Water","Status",0,true,0,20,0,"self","The user has 1/16 of its maximum HP, rounded down, restored at the end of each turn while it remains active. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. If the user uses Baton Pass, the replacement will receive the healing effect.",
"Aqua Step","Water","Physical",80,100,80,10,0,"normal","Has a 100% chance to raise the user's Speed by 1 stage.",
"Aqua Tail","Water","Physical",90,90,81,10,0,"normal","No additional effect.",
"Arm Thrust","Fighting","Physical",15,100,15,20,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Armor Cannon","Fire","Special",120,100,120,5,0,"normal","Lowers the user's Defense and Special Defense by 1 stage.",
"Aromatic Mist","Fairy","Status",0,true,0,20,0,"adjacentAlly","Raises the target's Special Defense by 1 stage. Fails if there is no ally adjacent to the user.",
"Assurance","Dark","Physical",60,100,60,10,0,"normal","Power doubles if the target has already taken damage this turn, other than direct damage from Belly Drum, confusion, Curse, or Pain Split.",
"Astonish","Ghost","Physical",30,100,30,15,0,"normal","Has a 30% chance to make the target flinch.",
"Astral Barrage","Ghost","Special",120,100,120,5,0,"allAdjacentFoes","No additional effect.",
"Attack Order","Bug","Physical",90,100,90,15,0,"normal","Has a higher chance for a critical hit.",
"Attract","Normal","Status",0,100,0,15,0,"normal","Causes the target to become infatuated, making it unable to attack 50% of the time. Fails if both the user and the target are the same gender, if either is genderless, or if the target is already infatuated. The effect ends when either the user or the target is no longer active. Pokemon with the Oblivious Ability or protected by the Aroma Veil Ability are immune.",
"Aura Sphere","Fighting","Special",80,true,80,20,0,"any","This move does not check accuracy.",
