"Absorb (吸取)","Grass","Special",20,100,20,25,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Accelerock (冲岩)","Rock","Physical",40,100,40,20,1,"normal","No additional effect.",
"Acid (溶解液)","Poison","Special",40,100,40,30,0,"allAdjacentFoes","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Acid Armor (溶化)","Poison","Status",0,true,0,20,0,"self","Raises the user's Defense by 2 stages.",
"Acid Spray (酸液炸弹)","Poison","Special",40,100,40,20,0,"normal","Has a 100% chance to lower the target's Special Defense by 2 stages.",
"Acrobatics (杂技)","Flying","Physical",55,100,55,15,0,"any","Power doubles if the user has no held item.",
"Acupressure (点穴)","Normal","Status",0,true,0,30,0,"adjacentAllyOrSelf","Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.",
"Aerial Ace (燕返)","Flying","Physical",60,true,60,20,0,"any","This move does not check accuracy.",
"Aeroblast (气旋攻击)","Flying","Special",100,95,95,5,0,"any","Has a higher chance for a critical hit.",
"After You (您先请)","Normal","Status",0,true,0,15,0,"normal","The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.",
"Agility (高速移动)","Psychic","Status",0,true,0,30,0,"self","Raises the user's Speed by 2 stages.",
"Air Cutter (空气利刃)","Flying","Special",60,95,57,25,0,"allAdjacentFoes","Has a higher chance for a critical hit.",
"Air Slash (空气之刃)","Flying","Special",75,95,71.25,15,0,"any","Has a 30% chance to make the target flinch.",
"Alluring Voice (魅诱之声)","Fairy","Special",80,100,80,10,0,"normal","Has a 100% chance to confuse the target if it had a stat stage raised this turn.",
"Ally Switch (交换场地)","Psychic","Status",0,true,0,15,2,"self","The user swaps positions with its ally. Fails if the user is the only Pokemon on its side. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Ally Switch.",
"Amnesia (瞬间失忆)","Psychic","Status",0,true,0,20,0,"self","Raises the user's Special Defense by 2 stages.",
"Ancient Power (原始之力)","Rock","Special",60,100,60,5,0,"normal","Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",
"Apple Acid (苹果酸)","Grass","Special",80,100,80,10,0,"normal","Has a 100% chance to lower the target's Special Defense by 1 stage.",
"Aqua Cutter (水波刀)","Water","Physical",70,100,70,20,0,"normal","Has a higher chance for a critical hit.",
"Aqua Jet (水流喷射)","Water","Physical",40,100,40,20,1,"normal","No additional effect.",
"Aqua Ring (水流环)","Water","Status",0,true,0,20,0,"self","The user has 1/16 of its maximum HP, rounded down, restored at the end of each turn while it remains active. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. If the user uses Baton Pass, the replacement will receive the healing effect.",
"Aqua Step (流水旋舞)","Water","Physical",80,100,80,10,0,"normal","Has a 100% chance to raise the user's Speed by 1 stage.",
"Aqua Tail (水流尾)","Water","Physical",90,90,81,10,0,"normal","No additional effect.",
