1,"Bulbasaur (妙蛙种子)","Grass","Poison",45,49,49,65,65,45,318,"Overgrow (茂盛)","","Chlorophyll (叶绿素)","",
2,"Ivysaur (妙蛙草)","Grass","Poison",60,62,63,80,80,60,405,"Overgrow (茂盛)","","Chlorophyll (叶绿素)","",
3,"Venusaur (妙蛙花)","Grass","Poison",80,82,83,100,100,80,525,"Overgrow (茂盛)","","Chlorophyll (叶绿素)","",
4,"Charmander (小火龙)","Fire","",39,52,43,60,50,65,309,"Blaze (猛火)","","Solar Power (太阳之力)","",
5,"Charmeleon (火恐龙)","Fire","",58,64,58,80,65,80,405,"Blaze (猛火)","","Solar Power (太阳之力)","",
6,"Charizard (喷火龙)","Fire","Flying",78,84,78,109,85,100,534,"Blaze (猛火)","","Solar Power (太阳之力)","",
7,"Squirtle (杰尼龟)","Water","",44,48,65,50,64,43,314,"Torrent (激流)","","Rain Dish (雨盘)","",
8,"Wartortle (卡咪龟)","Water","",59,63,80,65,80,58,405,"Torrent (激流)","","Rain Dish (雨盘)","",
9,"Blastoise (水箭龟)","Water","",79,83,100,85,105,78,530,"Torrent (激流)","","Rain Dish (雨盘)","",
10,"Caterpie (绿毛虫)","Bug","",45,30,35,20,20,45,195,"Shield Dust (鳞粉)","","Run Away (逃跑)","",
11,"Metapod (铁甲蛹)","Bug","",50,20,55,25,25,30,205,"Shed Skin (蜕皮)","","","",
12,"Butterfree (巴大蝶)","Bug","Flying",60,45,50,90,80,70,395,"Compound Eyes (复眼)","","Tinted Lens (有色眼镜)","",
25,"Pikachu (皮卡丘)","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Original","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Hoenn","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Sinnoh","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Unova","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Kalos","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Alola","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-Partner","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
25,"Pikachu-World","Electric","",35,55,40,50,50,90,320,"Static (静电)","","Lightning Rod (避雷针)","",
26,"Raichu (雷丘)","Electric","",60,90,55,90,80,110,485,"Static (静电)","","Lightning Rod (避雷针)","",
26,"Raichu-Alola","Electric","Psychic",60,85,50,95,85,110,485,"Surge Surfer (冲浪之尾)","","","",
27,"Sandshrew (穿山鼠)","Ground","",50,75,85,20,30,40,300,"Sand Veil (沙隐)","","Sand Rush (拨沙)","",
27,"Sandshrew-Alola","Ice","Steel",50,75,90,10,35,40,300,"Snow Cloak (雪隐)","","Slush Rush (拨雪)","",
28,"Sandslash (穿山王)","Ground","",75,100,110,45,55,65,450,"Sand Veil (沙隐)","","Sand Rush (拨沙)","",
28,"Sandslash-Alola","Ice","Steel",75,100,120,25,65,65,450,"Snow Cloak (雪隐)","","Slush Rush (拨雪)","",
29,"Nidoran-F","Poison","",55,47,52,40,40,41,275,"Poison Point (毒刺)","Rivalry (斗争心)","Hustle (活力)","",
30,"Nidorina (尼多娜)","Poison","",70,62,67,55,55,56,365,"Poison Point (毒刺)","Rivalry (斗争心)","Hustle (活力)","",
31,"Nidoqueen (尼多后)","Poison","Ground",90,92,87,75,85,76,505,"Poison Point (毒刺)","Rivalry (斗争心)","Sheer Force (强行)","",
32,"Nidoran-M","Poison","",46,57,40,40,40,50,273,"Poison Point (毒刺)","Rivalry (斗争心)","Hustle (活力)","",
33,"Nidorino (尼多力诺)","Poison","",61,72,57,55,55,65,365,"Poison Point (毒刺)","Rivalry (斗争心)","Hustle (活力)","",
34,"Nidoking (尼多王)","Poison","Ground",81,102,77,85,75,85,505,"Poison Point (毒刺)","Rivalry (斗争心)","Sheer Force (强行)","",
35,"Clefairy (皮皮)","Fairy","",70,45,48,60,65,35,323,"Cute Charm (迷人之躯)","Magic Guard (魔法防守)","Friend Guard (友情防守)","",
36,"Clefable (皮可西)","Fairy","",95,70,73,95,90,60,483,"Cute Charm (迷人之躯)","Magic Guard (魔法防守)","Unaware (纯朴)","",
37,"Vulpix (六尾)","Fire","",38,41,40,50,65,65,299,"Flash Fire (引火)","","Drought (日照)","",
37,"Vulpix-Alola","Ice","",38,41,40,50,65,65,299,"Snow Cloak (雪隐)","","Snow Warning (降雪)","",
38,"Ninetales (九尾)","Fire","",73,76,75,81,100,100,505,"Flash Fire (引火)","","Drought (日照)","",
38,"Ninetales-Alola","Ice","Fairy",73,67,75,81,100,109,505,"Snow Cloak (雪隐)","","Snow Warning (降雪)","",
39,"Jigglypuff (胖丁)","Normal","Fairy",115,45,20,45,25,20,270,"Cute Charm (迷人之躯)","Competitive (好胜)","Friend Guard (友情防守)","",
40,"Wigglytuff (胖可丁)","Normal","Fairy",140,70,45,85,50,45,435,"Cute Charm (迷人之躯)","Competitive (好胜)","Frisk (察觉)","",
41,"Zubat (超音蝠)","Poison","Flying",40,45,35,30,40,55,245,"Inner Focus (精神力)","","Infiltrator (穿透)","",
42,"Golbat (大嘴蝠)","Poison","Flying",75,80,70,65,75,90,455,"Inner Focus (精神力)","","Infiltrator (穿透)","",
43,"Oddish (走路草)","Grass","Poison",45,50,55,75,65,30,320,"Chlorophyll (叶绿素)","","Run Away (逃跑)","",
44,"Gloom (臭臭花)","Grass","Poison",60,65,70,85,75,40,395,"Chlorophyll (叶绿素)","","Stench (恶臭)","",
45,"Vileplume (霸王花)","Grass","Poison",75,80,85,110,90,50,490,"Chlorophyll (叶绿素)","","Effect Spore (孢子)","",
50,"Diglett (地鼠)","Ground","",10,55,25,35,45,95,265,"Sand Veil (沙隐)","Arena Trap (沙穴)","Sand Force (沙之力)","",
50,"Diglett-Alola","Ground","Steel",10,55,30,35,45,90,265,"Sand Veil (沙隐)","Tangling Hair (卷发)","Sand Force (沙之力)","",
51,"Dugtrio (三地鼠)","Ground","",35,100,50,50,70,120,425,"Sand Veil (沙隐)","Arena Trap (沙穴)","Sand Force (沙之力)","",
51,"Dugtrio-Alola","Ground","Steel",35,100,60,50,70,110,425,"Sand Veil (沙隐)","Tangling Hair (卷发)","Sand Force (沙之力)","",
52,"Meowth (喵喵)","Normal","",40,45,35,40,40,90,290,"Pickup (捡拾)","Technician (技术高手)","Unnerve (紧张感)","",
52,"Meowth-Alola","Dark","",40,35,35,50,40,90,290,"Pickup (捡拾)","Technician (技术高手)","Rattled (胆怯)","",
52,"Meowth-Galar","Steel","",50,65,55,40,40,40,290,"Pickup (捡拾)","Tough Claws (硬爪)","Unnerve (紧张感)","",
53,"Persian (猫老大)","Normal","",65,70,60,65,65,115,440,"Limber (柔软)","Technician (技术高手)","Unnerve (紧张感)","",
53,"Persian-Alola","Dark","",65,60,60,75,65,115,440,"Fur Coat (毛皮大衣)","Technician (技术高手)","Rattled (胆怯)","",
54,"Psyduck (可达鸭)","Water","",50,52,48,65,50,55,320,"Damp (湿气)","Cloud Nine (无关天气)","Swift Swim (悠游自如)","",
55,"Golduck (哥达鸭)","Water","",80,82,78,95,80,85,500,"Damp (湿气)","Cloud Nine (无关天气)","Swift Swim (悠游自如)","",
58,"Growlithe (卡蒂狗)","Fire","",55,70,45,70,50,60,350,"Intimidate (威吓)","Flash Fire (引火)","Justified (正义之心)","",
59,"Arcanine (风速狗)","Fire","",90,110,80,100,80,95,555,"Intimidate (威吓)","Flash Fire (引火)","Justified (正义之心)","",
60,"Poliwag (蚊香蝌蚪)","Water","",40,50,40,40,40,90,300,"Water Absorb (储水)","Damp (湿气)","Swift Swim (悠游自如)","",
61,"Poliwhirl (蚊香君)","Water","",65,65,65,50,50,90,385,"Water Absorb (储水)","Damp (湿气)","Swift Swim (悠游自如)","",
62,"Poliwrath (蚊香泳士)","Water","Fighting",90,95,95,70,90,70,510,"Water Absorb (储水)","Damp (湿气)","Swift Swim (悠游自如)","",
63,"Abra (凯西)","Psychic","",25,20,15,105,55,90,310,"Synchronize (同步)","Inner Focus (精神力)","Magic Guard (魔法防守)","",
64,"Kadabra (勇基拉)","Psychic","",40,35,30,120,70,105,400,"Synchronize (同步)","Inner Focus (精神力)","Magic Guard (魔法防守)","",
65,"Alakazam (胡地)","Psychic","",55,50,45,135,95,120,500,"Synchronize (同步)","Inner Focus (精神力)","Magic Guard (魔法防守)","",
